"imei","geo_id","start_time","end_time","research_assistant_name","photo","gps","zone","state","lga","ward","community","nearest_locality","nearest_school_or_clinic","pre_existing_id","water_source_type","distribution_type","lift","water_source_developed_by","water_source_managed_by_federal_","water_source_managed_by_state_go","water_source_managed_by_local_go","water_source_managed_by_communit","water_source_managed_by_individu","water_source_managed_by_internat","water_source_managed_by_private_","water_source_managed_by_other","federal_gov_managing_name","state_gov_managing_name","local_gov_managing_name","community_managing_name","individual_org_managing_name","intl_partner_managing_name","private_org_managing_name","pay_for_water_yn","water_source_used_today_yn","reasons_water_source_not_used_pu","reasons_water_source_not_used_no","reasons_water_source_not_used_ot","reaons_water_source_not_used_di","reaons_water_source_not_used_el","reasons_water_source_not_used_mi","reasons_water_source_not_used_li","reasons_water_source_not_used_ki","reasons_water_source_not_used_po","reasons_water_source_not_used_dr","reasons_water_source_not_used_st","reasons_water_source_not_used_do","water_source_physical_state","other_close_water_source_yn","season_water_source_used","helped_to_complete_nobody","helped_to_complete_lga_staff","helped_to_complete_community_mem","helped_to_complete_none","_xform_id_string","_surveyor_name","_status","_lga_id","_attachments","_id"
3.55E+014,121494,03/29/11 01:09 PM,03/29/11 01:14 PM,,,,"northwest",,,,,,,,"protected_dug_well","single_point","rope_pulley","state_government",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"n/a","n/a","n/a","no","yes","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","well_maintained","no","year_round",FALSE,TRUE,TRUE,FALSE,"Water_2011_03_18",,"complete",,,6884
3.55E+014,121494,03/29/11 01:16 PM,03/29/11 01:22 PM,,,,"northwest",,,,,,,,"protected_dug_well","single_point","rope_pulley","state_government",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"n/a","n/a","n/a","no","yes","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","well_maintained","no","year_round",FALSE,TRUE,FALSE,FALSE,"Water_2011_03_18",,"complete",,,6885
3.55E+014,121494,03/29/11 10:57 AM,03/29/11 11:03 AM,,,,"northwest",,,,,,,,"tube_well","single_point","rope_pulley","other",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,"n/a","n/a","n/a","do_not_know","yes","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","well_maintained","yes","year_round",FALSE,FALSE,TRUE,FALSE,"Water_2011_03_18",,"complete",,,8406
3.55E+014,121494,03/29/11 11:03 AM,03/29/11 11:08 AM,,,,"northwest",,,,,,,,"tube_well","single_point","rope_pulley","other",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,"n/a","n/a","n/a","do_not_know","yes","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","well_maintained","yes","year_round",FALSE,FALSE,TRUE,FALSE,"Water_2011_03_18",,"complete",,,8407
3.55E+014,121494,03/29/11 11:12 AM,03/29/11 11:18 AM,,,,"northwest",,,,,,,,"tube_well","single_point","rope_pulley","local_government",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"n/a","n/a","n/a","do_not_know","do_not_know","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","well_maintained","yes","year_round",FALSE,FALSE,TRUE,FALSE,"Water_2011_03_18",,"complete",,,8408
3.55E+014,121494,03/29/11 11:19 AM,03/29/11 11:23 AM,,,,"northwest",,,,,,,,"protected_dug_well","single_point","rope_pulley","other",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,"n/a","n/a","n/a","no","yes","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","poorly_maintained","no","year_round",FALSE,FALSE,TRUE,FALSE,"Water_2011_03_18",,"complete",,,11041
3.55E+014,121494,03/29/11 11:23 AM,03/29/11 11:27 AM,,,,"northwest",,,,,,,,"protected_dug_well","single_point","rope_pulley","other",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,"n/a","n/a","n/a","no","yes","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","well_maintained","yes","year_round",FALSE,FALSE,TRUE,FALSE,"Water_2011_03_18",,"complete",,,11042
3.55E+014,121494,03/29/11 11:27 AM,03/29/11 11:31 AM,,,,"northwest",,,,,,,,"borehole","single_point","hand_pump","other",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,"n/a","n/a","n/a","no","yes","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","well_maintained","no","year_round",FALSE,FALSE,TRUE,FALSE,"Water_2011_03_18",,"complete",,,11043
3.55E+014,121494,03/30/11 10:26 AM,03/30/11 10:31 AM,,,,"northwest",,,,,,,,"protected_dug_well","single_point","rope_pulley","other",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,"n/a","n/a","n/a","no","yes","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","well_maintained","no","year_round",FALSE,FALSE,TRUE,FALSE,"Water_2011_03_18",,"complete",,,11046
3.55E+014,121494,03/30/11 11:06 AM,03/30/11 11:11 AM,,,,"northwest",,,,,,,,"protected_dug_well","single_point","rope_pulley","other",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,"n/a","n/a","n/a","no","yes","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","well_maintained","no","year_round",FALSE,FALSE,TRUE,FALSE,"Water_2011_03_18",,"complete",,,11048
3.55E+014,121494,03/30/11 12:25 PM,03/30/11 12:29 PM,,,,"northwest",,,,,,,,"protected_dug_well","single_point","rope_pulley","other",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,"n/a","n/a","n/a","no","yes","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","well_maintained","no","year_round",FALSE,FALSE,TRUE,FALSE,"Water_2011_03_18",,"complete",,,11050
3.55E+014,121494,03/23/11 01:39 PM,03/25/11 04:59 PM,,,,"northwest",,,,,,,,"borehole","single_point","hand_pump","federal_government",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,"n/a","n/a","n/a","no","no",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poorly_maintained","no","Not functioning",FALSE,TRUE,FALSE,FALSE,"Water_2011_03_18",,"submitted_via_web",,,2317
3.55E+014,121494,03/23/11 02:45 PM,03/26/11 09:21 AM,,,,"northwest",,,,,,,,"unprotected_dug_well","single_point","rope_pulley","local_government",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,"n/a","n/a","n/a","no","yes","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","well_maintained","no","year_round",FALSE,TRUE,FALSE,FALSE,"Water_2011_03_18",,"submitted_via_web",,,2321
3.55E+014,121494,03/23/11 02:57 PM,03/25/11 04:47 PM,,,,"northwest",,,,,,,,"borehole","single_point","other","state_government",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"n/a","n/a","n/a","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"newly_constructed","no","Still under Construction",FALSE,TRUE,FALSE,FALSE,"Water_2011_03_18",,"submitted_via_web",,,2322
3.55E+014,121494,03/23/11 03:08 PM,03/25/11 04:38 PM,,,,"northwest",,,,,,,,"unprotected_dug_well","single_point","rope_pulley","local_government",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"n/a","n/a","n/a","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"poorly_maintained","no","Dry well",FALSE,TRUE,FALSE,FALSE,"Water_2011_03_18",,"submitted_via_web",,,2324
3.55E+014,121494,03/23/11 03:18 PM,03/25/11 04:44 PM,,,,"northwest",,,,,,,,"borehole","single_point","other","state_government",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,"n/a","n/a","n/a","no","yes","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","newly_constructed","no","Under construction",FALSE,TRUE,FALSE,FALSE,"Water_2011_03_18",,"submitted_via_web",,,2327
3.55E+014,121494,03/23/11 03:32 PM,03/25/11 04:46 PM,,,,"northwest",,,,,,,,"unprotected_dug_well","single_point","rope_pulley","local_government",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,"n/a","n/a","n/a","no","yes","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","well_maintained","no","year_round",FALSE,TRUE,FALSE,FALSE,"Water_2011_03_18",,"submitted_via_web",,,2328
3.55E+014,121494,03/23/11 03:52 PM,03/25/11 05:00 PM,,,,"northwest",,,,,,,,"protected_dug_well","single_point","rope_pulley","state_government",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,"n/a","n/a","n/a","no","yes","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","well_maintained","no","year_round",FALSE,TRUE,FALSE,FALSE,"Water_2011_03_18",,"submitted_via_web",,,2329
3.55E+014,121494,03/23/11 04:03 PM,03/25/11 05:41 PM,,,,"northwest",,,,,,,,"unprotected_dug_well","single_point","rope_pulley","state_government",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,"n/a","n/a","n/a","no","yes","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","well_maintained","no","year_round",FALSE,TRUE,FALSE,FALSE,"Water_2011_03_18",,"submitted_via_web",,,2331
3.55E+014,121494,03/23/11 04:14 PM,03/25/11 05:01 PM,,,,"northwest",,,,,,,,"protected_dug_well","single_point","rope_pulley","state_government",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"n/a","n/a","n/a","no","no",FALSE,FALSE,"Under Renovation",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"newly_constructed","no","Under Renovation",FALSE,TRUE,FALSE,FALSE,"Water_2011_03_18",,"submitted_via_web",,,2343
3.55E+014,121494,03/24/11 11:15 AM,03/26/11 10:04 PM,,,,"northwest",,,,,,,,"borehole","single_point","hand_pump","state_government",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"n/a","n/a","n/a","no","no",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poorly_maintained","yes","Not Fuctioning",FALSE,TRUE,FALSE,FALSE,"Water_2011_03_18",,"submitted_via_web",,,2345
3.55E+014,121494,03/24/11 01:12 PM,03/26/11 10:00 PM,,,,"northwest",,,,,,,,"protected_dug_well","single_point","rope_pulley","state_government",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,"n/a","n/a","n/a","no","yes","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","well_maintained","no","year_round",FALSE,TRUE,FALSE,FALSE,"Water_2011_03_18",,"submitted_via_web",,,2347
3.55E+014,121494,03/24/11 01:59 PM,03/25/11 05:44 PM,,,,"northwest",,,,,,,,"protected_dug_well","single_point","rope_pulley","local_government",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,"n/a","n/a","n/a","no","yes","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","newly_constructed","no","year_round",FALSE,FALSE,TRUE,FALSE,"Water_2011_03_18",,"submitted_via_web",,,2351
3.55E+014,121494,03/24/11 02:47 PM,03/24/11 03:50 PM,,,,"northwest",,,,,,,,"unprotected_dug_well","single_point","rope_pulley","local_government",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,"n/a","n/a","n/a","no","yes","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","well_maintained","no","year_round",FALSE,TRUE,FALSE,FALSE,"Water_2011_03_18",,"submitted_via_web",,,2352
3.55E+014,121494,03/24/11 03:51 PM,03/26/11 09:17 AM,,,,"northwest",,,,,,,,"borehole","single_point","hand_pump","local_government",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not in order",,,,,"n/a","n/a","n/a","no","no",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poorly_maintained","no","Bad",FALSE,TRUE,FALSE,FALSE,"Water_2011_03_18",,"submitted_via_web",,,2353
3.55E+014,121494,03/24/11 03:59 PM,03/25/11 05:48 PM,,,,"northwest",,,,,,,,"protected_dug_well","single_point","rope_pulley","local_government",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,"n/a","n/a","n/a","no","yes","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","well_maintained","no","year_round",FALSE,TRUE,TRUE,FALSE,"Water_2011_03_18",,"submitted_via_web",,,2354
3.55E+014,121494,03/24/11 04:05 PM,03/25/11 05:40 PM,,,,"northwest",,,,,,,,"unprotected_dug_well","single_point","rope_pulley","other",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,"n/a","n/a","n/a","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"poorly_maintained","yes","Dilapidated",FALSE,TRUE,FALSE,FALSE,"Water_2011_03_18",,"submitted_via_web",,,2356
3.55E+014,121494,03/24/11 04:12 PM,03/25/11 05:45 PM,,,,"northwest",,,,,,,,"borehole","multiple_points_within_1000m","electric","federal_government",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,"n/a","n/a","n/a","yes","yes","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","newly_constructed","no","year_round",FALSE,TRUE,FALSE,FALSE,"Water_2011_03_18",,"submitted_via_web",,,2360
3.55E+014,121494,03/24/11 04:20 PM,03/25/11 04:50 PM,,,,"northwest",,,,,,,,"protected_dug_well","single_point","rope_pulley","local_government",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,"n/a","n/a","n/a","no","yes","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","well_maintained","yes","year_round",FALSE,TRUE,FALSE,FALSE,"Water_2011_03_18",,"submitted_via_web",,,2361
3.55E+014,121494,03/25/11 08:51 AM,03/25/11 10:04 AM,,,,"northwest",,,,,,,,"borehole","single_point","electric","local_government",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,"n/a","n/a","n/a","no","no",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poorly_maintained","no","Broken down",FALSE,TRUE,FALSE,FALSE,"Water_2011_03_18",,"submitted_via_web",,,2362
3.55E+014,121494,03/25/11 08:59 AM,03/25/11 10:05 AM,,,,"northwest",,,,,,,,"unprotected_dug_well","single_point","rope_pulley","local_government",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,"n/a","n/a","n/a","no","yes","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","well_maintained","no","year_round",FALSE,TRUE,FALSE,FALSE,"Water_2011_03_18",,"submitted_via_web",,,2364
3.55E+014,121494,03/25/11 09:03 AM,03/25/11 09:09 AM,,,,"northwest",,,,,,,,"unprotected_dug_well","single_point","rope_pulley","local_government",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,"n/a","n/a","n/a","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"poorly_maintained","no","Needs repairs",FALSE,TRUE,FALSE,FALSE,"Water_2011_03_18",,"submitted_via_web",,,2366
3.55E+014,121494,03/25/11 09:10 AM,03/25/11 10:11 AM,,,,"northwest",,,,,,,,"unprotected_dug_well","single_point","rope_pulley","local_government",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,"n/a","n/a","n/a","no","yes","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","poorly_maintained","no","year_round",FALSE,TRUE,FALSE,FALSE,"Water_2011_03_18",,"submitted_via_web",,,2367
3.55E+014,121494,03/25/11 09:15 AM,03/25/11 09:34 AM,,,,"northwest",,,,,,,,"borehole","single_point","diesel","local_government",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,"n/a","n/a","n/a","yes","yes","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","well_maintained","no","year_round",FALSE,TRUE,FALSE,FALSE,"Water_2011_03_18",,"submitted_via_web",,,2368
3.55E+014,121494,03/25/11 11:57 AM,03/25/11 12:03 PM,,,,"northwest",,,,,,,,"borehole","single_point","diesel","federal_government",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"n/a","n/a","n/a","yes","yes","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","well_maintained","no","year_round",FALSE,FALSE,TRUE,FALSE,"Water_2011_03_18",,"submitted_via_web",,,2372
3.55E+014,137773,03/25/11 03:17 PM,03/26/11 08:36 AM,,,,"northwest",,,,,,,,"borehole","single_point","hand_pump","local_government",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,"n/a","n/a","n/a","no","yes","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","well_maintained","no","year_round",FALSE,FALSE,TRUE,FALSE,"Water_2011_03_18",,"submitted_via_web",,,2651
3.55E+014,137773,03/26/11 09:50 AM,03/26/11 09:54 AM,,,,"northwest",,,,,,,,"borehole","single_point","hand_pump","state_government",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"n/a","n/a","n/a","no","yes","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","well_maintained","yes","year_round",FALSE,TRUE,TRUE,FALSE,"Water_2011_03_18",,"submitted_via_web",,,2654
3.55E+014,137773,03/26/11 09:57 AM,03/26/11 10:24 AM,,,,"northwest",,,,,,,,"borehole","single_point","hand_pump","local_government",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,"n/a","n/a","n/a","no","yes","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","well_maintained","yes","year_round",FALSE,FALSE,TRUE,FALSE,"Water_2011_03_18",,"submitted_via_web",,,2655
3.55E+014,137773,03/26/11 10:00 AM,03/26/11 10:09 AM,,,,"northwest",,,,,,,,"borehole","single_point","hand_pump","local_government",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,"n/a","n/a","n/a","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"poorly_maintained","yes","year_round",FALSE,FALSE,TRUE,FALSE,"Water_2011_03_18",,"submitted_via_web",,,2656
3.55E+014,137773,03/26/11 10:09 AM,03/26/11 10:13 AM,,,,"northwest",,,,,,,,"borehole","single_point","hand_pump","local_government",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,"n/a","n/a","n/a","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"poorly_maintained","no","wet_seasons",FALSE,FALSE,TRUE,FALSE,"Water_2011_03_18",,"submitted_via_web",,,2657
3.55E+014,137773,03/26/11 10:16 AM,03/26/11 10:20 AM,,,,"northwest",,,,,,,,"borehole","single_point","hand_pump","local_government",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,"n/a","n/a","n/a","no","yes","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","well_maintained","yes","year_round",FALSE,FALSE,TRUE,FALSE,"Water_2011_03_18",,"submitted_via_web",,,2658
3.55E+014,121494,03/24/11 12:42 PM,03/24/11 12:48 PM,,,,"northwest",,,,,,,,"borehole","single_point","diesel","local_government",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,"n/a","n/a","n/a","yes","yes","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","well_maintained","yes","year_round",FALSE,TRUE,TRUE,FALSE,"Water_2011_03_18",,"submitted_via_web",,,2680
3.55E+014,121494,03/24/11 12:48 PM,03/24/11 12:52 PM,,,,"northwest",,,,,,,,"unprotected_dug_well","single_point","rope_pulley","state_government",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,"n/a","n/a","n/a","no","yes","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","well_maintained","yes","year_round",FALSE,TRUE,TRUE,FALSE,"Water_2011_03_18",,"submitted_via_web",,,2681
3.55E+014,121494,03/22/11 11:59 AM,03/22/11 12:11 PM,,,,"northwest",,,,,,,,"borehole","single_point","hand_pump","local_government",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"n/a","n/a","n/a","no","yes","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","well_maintained","yes","year_round",FALSE,TRUE,FALSE,FALSE,"Water_2011_03_18",,"submitted_via_web",,,2685
3.55E+014,121494,03/22/11 12:13 PM,03/22/11 12:19 PM,,,,"northwest",,,,,,,,"borehole","single_point","hand_pump","local_government",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"n/a","n/a","n/a","no","yes","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","well_maintained","yes","year_round",FALSE,TRUE,FALSE,FALSE,"Water_2011_03_18",,"submitted_via_web",,,2686
3.55E+014,121494,03/22/11 12:23 PM,03/24/11 02:14 PM,,,,"northwest",,,,,,,,"borehole","single_point","hand_pump","local_government",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"n/a","n/a","n/a","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"well_maintained","yes","year_round",FALSE,TRUE,FALSE,FALSE,"Water_2011_03_18",,"submitted_via_web",,,2687
3.55E+014,121494,03/22/11 12:39 PM,03/23/11 06:41 PM,,,,"northwest",,,,,,,,"borehole","multiple_points_within_100m","solar","local_government",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"n/a","n/a","n/a","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"poorly_maintained","no","wet_seasons",FALSE,TRUE,FALSE,FALSE,"Water_2011_03_18",,"submitted_via_web",,,2688
3.55E+014,121494,03/24/11 10:25 AM,03/25/11 08:06 AM,,,,"northwest",,,,,,,,"tube_well","single_point","rope_pulley","other",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,"n/a","n/a","n/a","no","yes","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","well_maintained","yes","year_round",FALSE,FALSE,TRUE,FALSE,"Water_2011_03_18",,"submitted_via_web",,,2696
3.55E+014,121494,03/24/11 10:31 AM,03/24/11 10:36 AM,,,,"northwest",,,,,,,,"tube_well","single_point","rope_pulley","local_government",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"n/a","n/a","n/a","no","yes","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","well_maintained","yes","year_round",FALSE,TRUE,FALSE,FALSE,"Water_2011_03_18",,"submitted_via_web",,,2697
3.55E+014,121494,03/24/11 10:37 AM,03/24/11 10:43 AM,,,,"northwest",,,,,,,,"borehole","single_point","solar","local_government",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"n/a","n/a","n/a","no","no",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poorly_maintained","yes","do_not_know",FALSE,TRUE,FALSE,FALSE,"Water_2011_03_18",,"submitted_via_web",,,2698
3.55E+014,121494,03/24/11 10:47 AM,03/25/11 09:48 AM,,,,"northwest",,,,,,,,"tube_well","single_point","rope_pulley","local_government",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"n/a","n/a","n/a","no","yes","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","well_maintained","yes","year_round",FALSE,TRUE,FALSE,FALSE,"Water_2011_03_18",,"submitted_via_web",,,2699
3.55E+014,121494,03/24/11 10:53 AM,03/24/11 10:58 AM,,,,"northwest",,,,,,,,"tube_well","single_point","rope_pulley","local_government",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"n/a","n/a","n/a","no","yes","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","well_maintained","yes","year_round",FALSE,TRUE,FALSE,FALSE,"Water_2011_03_18",,"submitted_via_web",,,2700
3.55E+014,121494,03/24/11 11:03 AM,03/24/11 11:07 AM,,,,"northwest",,,,,,,,"tube_well","single_point","rope_pulley","individual",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,"Abdu Ladan","n/a","n/a","no","yes","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","well_maintained","yes","year_round",FALSE,FALSE,TRUE,FALSE,"Water_2011_03_18",,"submitted_via_web",,,2701
3.55E+014,121494,03/24/11 11:09 AM,03/24/11 11:14 AM,,,,"northwest",,,,,,,,"borehole","single_point","diesel","state_government",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"n/a","n/a","n/a","no","no",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poorly_maintained","yes","do_not_know",FALSE,TRUE,FALSE,FALSE,"Water_2011_03_18",,"submitted_via_web",,,2702
